BODY_STYLE,VEHICLE_TYPE,DRIVE_TRAIN,NUM_OF_SEATING,OVERALL_STARS,ROLLOVER_POSSIBILITY,ROLLOVER_STARS,car_key,comb08,cylinders,fuelType,make,model,trany,VClass,year,youSaveSpend,baseModel,guzzler
SUV,MPV,AWD,7 or 8,5.0,0.164,4.0,2018 HONDA PILOT,23.0,6.0,Regular,Honda,Pilot FWD,Automatic (S9),Small Sport Utility Vehicle 2WD,2018.0,-1750.0,Pilot,
SUV,MPV,AWD,6 or 7,5.0,0.157,4.0,2018 HYUNDAI SANTA FE,23.0,4.0,Regular,Hyundai,Santa Fe Sport FWD,Automatic (S6),Small Sport Utility Vehicle 2WD,2018.0,-1750.0,Santa Fe,
SUV,MPV,AWD,6 or 7,5.0,0.157,4.0,2018 HYUNDAI SANTA FE,24.0,4.0,Regular,Hyundai,Santa Fe Sport FWD,Automatic (S6),Small Sport Utility Vehicle 2WD,2018.0,-1500.0,Santa Fe,
SUV,MPV,AWD,6 or 7,5.0,0.157,4.0,2018 HYUNDAI SANTA FE,23.0,4.0,Regular,Hyundai,Santa Fe Sport Ultimate FWD,Automatic (S6),Small Sport Utility Vehicle 2WD,2018.0,-1750.0,Santa Fe,
SUV,MPV,AWD,5,5.0,0.162,4.0,2018 HYUNDAI TUCSON,25.0,4.0,Regular,Hyundai,Tucson AWD,Automatic (AM7),Small Sport Utility Vehicle 4WD,2018.0,-1000.0,Tucson,
SUV,MPV,AWD,5,5.0,0.162,4.0,2018 HYUNDAI TUCSON,23.0,4.0,Regular,Hyundai,Tucson AWD,Automatic (S6),Small Sport Utility Vehicle 4WD,2018.0,-1750.0,Tucson,
SUV,MPV,AWD,5,5.0,0.162,4.0,2018 HYUNDAI TUCSON,27.0,4.0,Regular,Hyundai,Tucson FWD,Automatic (AM7),Small Sport Utility Vehicle 2WD,2018.0,-250.0,Tucson,
SUV,MPV,AWD,5,5.0,0.162,4.0,2018 HYUNDAI TUCSON,26.0,4.0,Regular,Hyundai,Tucson FWD,Automatic (S6),Small Sport Utility Vehicle 2WD,2018.0,-500.0,Tucson,
SUV,MPV,AWD,5,5.0,0.162,4.0,2018 HYUNDAI TUCSON,24.0,4.0,Regular,Hyundai,Tucson FWD,Automatic (S6),Small Sport Utility Vehicle 2WD,2018.0,-1500.0,Tucson,
SUV,MPV,4WD,5,4.0,0.169,4.0,2018 JEEP CHEROKEE,25.0,4.0,Regular,Jeep,Cherokee FWD,Automatic 9-spd,Small Sport Utility Vehicle 2WD,2018.0,-1000.0,Cherokee,
SUV,MPV,4WD,5,4.0,0.169,4.0,2018 JEEP CHEROKEE,23.0,4.0,Regular,Jeep,Cherokee 4WD,Automatic 9-spd,Small Sport Utility Vehicle 4WD,2018.0,-1750.0,Cherokee,
SUV,MPV,4WD,5,4.0,0.169,4.0,2018 JEEP CHEROKEE,23.0,4.0,Regular,Jeep,Cherokee 4WD Active Drive II,Automatic 9-spd,Small Sport Utility Vehicle 4WD,2018.0,-1750.0,Cherokee,
SUV,MPV,AWD,5,4.0,0.206,3.0,2018 JEEP COMPASS,25.0,4.0,Regular,Jeep,Compass FWD,Automatic 6-spd,Small Sport Utility Vehicle 2WD,2018.0,-1000.0,Compass,
SUV,MPV,AWD,5,4.0,0.206,3.0,2018 JEEP COMPASS,26.0,4.0,Regular,Jeep,Compass FWD,Manual 6-spd,Small Sport Utility Vehicle 2WD,2018.0,-500.0,Compass,
SUV,MPV,AWD,5,4.0,0.206,3.0,2018 JEEP COMPASS,25.0,4.0,Regular,Jeep,Compass 4WD,Automatic 9-spd,Small Sport Utility Vehicle 4WD,2018.0,-1000.0,Compass,
SUV,MPV,AWD,5,4.0,0.206,3.0,2018 JEEP COMPASS,25.0,4.0,Regular,Jeep,Compass 4WD,Manual 6-spd,Small Sport Utility Vehicle 4WD,2018.0,-1000.0,Compass,
SUV,MPV,4WD,5,4.0,0.23,3.0,2018 JEEP RENEGADE,24.0,4.0,Regular,Jeep,Renegade 4WD,Automatic 9-spd,Small Sport Utility Vehicle 4WD,2018.0,-1500.0,Renegade,
SUV,MPV,4WD,5,4.0,0.23,3.0,2018 JEEP RENEGADE,25.0,4.0,Regular,Jeep,Renegade 2WD,Automatic 9-spd,Small Sport Utility Vehicle 2WD,2018.0,-1000.0,Renegade,
SUV,MPV,AWD,5 or 7,5.0,0.15,4.0,2018 KIA SORENTO,24.0,4.0,Regular,Kia,Sorento FWD,Automatic (S6),Small Sport Utility Vehicle 2WD,2018.0,-1500.0,Sorento,
SUV,MPV,AWD,5 or 7,5.0,0.15,4.0,2018 KIA SORENTO,23.0,4.0,Regular,Kia,Sorento FWD,Automatic (S6),Small Sport Utility Vehicle 2WD,2018.0,-1750.0,Sorento,
SUV,MPV,AWD,5,5.0,0.147,4.0,2018 KIA SPORTAGE,26.0,4.0,Regular,Kia,Sportage FE FWD,Automatic (S6),Small Sport Utility Vehicle 2WD,2018.0,-500.0,Sportage,
SUV,MPV,AWD,5,5.0,0.147,4.0,2018 KIA SPORTAGE,23.0,4.0,Regular,Kia,Sportage FWD,Automatic (S6),Small Sport Utility Vehicle 2WD,2018.0,-1750.0,Sportage,
SUV,MPV,AWD,5,5.0,0.147,4.0,2018 KIA SPORTAGE,23.0,4.0,Regular,Kia,Sportage AWD,Automatic (S6),Small Sport Utility Vehicle 4WD,2018.0,-1750.0,Sportage,
SUV,MPV,AWD,5,5.0,0.147,4.0,2018 KIA SPORTAGE,25.0,4.0,Regular,Kia,Sportage FWD,Automatic (S6),Small Sport Utility Vehicle 2WD,2018.0,-1000.0,Sportage,
SUV,MPV,AWD,5,4.0,0.169,4.0,2018 LINCOLN MKC,23.0,4.0,Regular,Lincoln,MKC FWD,Automatic (S6),Small Sport Utility Vehicle 2WD,2018.0,-1750.0,MKC,
SUV,MPV,AWD,5,4.0,0.174,4.0,2018 MAZDA CX-5,28.0,4.0,Regular,Mazda,CX-5 2WD,Automatic (S6),Small Sport Utility Vehicle 2WD,2018.0,0.0,CX-5,
SUV,MPV,AWD,5,4.0,0.174,4.0,2018 MAZDA CX-5,26.0,4.0,Regular,Mazda,CX-5 4WD,Automatic (S6),Small Sport Utility Vehicle 4WD,2018.0,-500.0,CX-5,
SUV,MPV,AWD,5,5.0,0.169,4.0,2018 MAZDA CX-5,28.0,4.0,Regular,Mazda,CX-5 2WD,Automatic (S6),Small Sport Utility Vehicle 2WD,2018.0,0.0,CX-5,
SUV,MPV,AWD,5,5.0,0.169,4.0,2018 MAZDA CX-5,26.0,4.0,Regular,Mazda,CX-5 4WD,Automatic (S6),Small Sport Utility Vehicle 4WD,2018.0,-500.0,CX-5,
SUV,MPV,AWD,7,5.0,0.151,4.0,2018 MAZDA CX-9,24.0,4.0,Regular,Mazda,CX-9 2WD,Automatic (S6),Small Sport Utility Vehicle 2WD,2018.0,-1500.0,CX-9,
SUV,MPV,AWD,7,5.0,0.151,4.0,2018 MAZDA CX-9,23.0,4.0,Regular,Mazda,CX-9 4WD,Automatic (S6),Small Sport Utility Vehicle 4WD,2018.0,-1750.0,CX-9,
SUV,MPV,AWD,7,5.0,0.164,4.0,2018 MITSUBISHI OUTLANDER,27.0,4.0,Regular,Mitsubishi,Outlander 2WD,Automatic (AV-S6),Small Sport Utility Vehicle 2WD,2018.0,-250.0,Outlander,
SUV,MPV,AWD,7,5.0,0.164,4.0,2018 MITSUBISHI OUTLANDER,25.0,4.0,Regular,Mitsubishi,Outlander Sport 2WD,Manual 5-spd,Small Sport Utility Vehicle 2WD,2018.0,-1000.0,Outlander,
SUV,MPV,AWD,7,5.0,0.164,4.0,2018 MITSUBISHI OUTLANDER,27.0,4.0,Regular,Mitsubishi,Outlander Sport 2WD,Automatic (AV-S6),Small Sport Utility Vehicle 2WD,2018.0,-250.0,Outlander,
SUV,MPV,AWD,7,5.0,0.164,4.0,2018 MITSUBISHI OUTLANDER,25.0,4.0,Regular,Mitsubishi,Outlander Sport 2WD,Automatic (AV-S6),Small Sport Utility Vehicle 2WD,2018.0,-1000.0,Outlander,
SUV,MPV,AWD,7,5.0,0.164,4.0,2018 MITSUBISHI OUTLANDER,26.0,4.0,Regular,Mitsubishi,Outlander 4WD,Automatic (AV-S6),Small Sport Utility Vehicle 4WD,2018.0,-500.0,Outlander,
SUV,MPV,AWD,7,5.0,0.164,4.0,2018 MITSUBISHI OUTLANDER,26.0,4.0,Regular,Mitsubishi,Outlander Sport 4WD,Automatic (AV-S6),Small Sport Utility Vehicle 4WD,2018.0,-500.0,Outlander,
SUV,MPV,AWD,7,5.0,0.164,4.0,2018 MITSUBISHI OUTLANDER,25.0,4.0,Regular,Mitsubishi,Outlander Sport 4WD,Automatic (AV-S6),Small Sport Utility Vehicle 4WD,2018.0,-1000.0,Outlander,
SUV,MPV,AWD,7,5.0,0.164,4.0,2018 MITSUBISHI OUTLANDER,25.0,4.0,Regular Gas and Electricity,Mitsubishi,Outlander PHEV,Automatic (A1),Small Sport Utility Vehicle 4WD,2018.0,1250.0,Outlander,
SUV,MPV,AWD,7,5.0,0.179,4.0,2018 NISSAN PATHFINDER,23.0,6.0,Regular,Nissan,Pathfinder 2WD,Automatic (variable gear ratios),Small Sport Utility Vehicle 2WD,2018.0,-1750.0,Pathfinder,
SUV,MPV,AWD,5 or 7,4.0,0.164,4.0,2018 NISSAN ROGUE,29.0,4.0,Regular,Nissan,Rogue FWD,Automatic (variable gear ratios),Small Sport Utility Vehicle 2WD,2018.0,250.0,Rogue,
SUV,MPV,AWD,5 or 7,4.0,0.164,4.0,2018 NISSAN ROGUE,34.0,4.0,Regular,Nissan,Rogue Hybrid  FWD,Automatic (AV-S7),Small Sport Utility Vehicle 2WD,2018.0,1500.0,Rogue,
SUV,MPV,AWD,5 or 7,4.0,0.164,4.0,2018 NISSAN ROGUE,27.0,4.0,Regular,Nissan,Rogue AWD,Automatic (variable gear ratios),Small Sport Utility Vehicle 4WD,2018.0,-250.0,Rogue,
SUV,MPV,AWD,5 or 7,4.0,0.164,4.0,2018 NISSAN ROGUE,33.0,4.0,Regular,Nissan,Rogue Hybrid  AWD,Automatic (AV-S7),Small Sport Utility Vehicle 4WD,2018.0,1250.0,Rogue,
SUV,MPV,AWD,5 or 7,4.0,0.164,4.0,2018 NISSAN ROGUE,29.0,4.0,Regular,Nissan,Rogue FWD,Automatic (variable gear ratios),Small Sport Utility Vehicle 2WD,2018.0,250.0,Rogue,
SUV,MPV,AWD,5 or 7,4.0,0.164,4.0,2018 NISSAN ROGUE,34.0,4.0,Regular,Nissan,Rogue Hybrid  FWD,Automatic (AV-S7),Small Sport Utility Vehicle 2WD,2018.0,1500.0,Rogue,
SUV,MPV,AWD,5 or 7,4.0,0.164,4.0,2018 NISSAN ROGUE,27.0,4.0,Regular,Nissan,Rogue AWD,Automatic (variable gear ratios),Small Sport Utility Vehicle 4WD,2018.0,-250.0,Rogue,
SUV,MPV,AWD,5 or 7,4.0,0.164,4.0,2018 NISSAN ROGUE,33.0,4.0,Regular,Nissan,Rogue Hybrid  AWD,Automatic (AV-S7),Small Sport Utility Vehicle 4WD,2018.0,1250.0,Rogue,
SW,MPV,AWD,5,5.0,0.156,4.0,2018 SUBARU CROSSTREK,25.0,4.0,Regular,Subaru,Crosstrek AWD,Manual 6-spd,Small Sport Utility Vehicle 4WD,2018.0,-1000.0,Crosstrek,
SW,MPV,AWD,5,5.0,0.156,4.0,2018 SUBARU CROSSTREK,29.0,4.0,Regular,Subaru,Crosstrek AWD,Automatic (AV-S7),Small Sport Utility Vehicle 4WD,2018.0,250.0,Crosstrek,
SUV,MPV,AWD,5,5.0,0.169,4.0,2018 SUBARU FORESTER,24.0,4.0,Regular,Subaru,Forester AWD,Manual 6-spd,Small Sport Utility Vehicle 4WD,2018.0,-1500.0,Forester,
SUV,MPV,AWD,5,5.0,0.169,4.0,2018 SUBARU FORESTER,28.0,4.0,Regular,Subaru,Forester AWD,Automatic (AV-S6),Small Sport Utility Vehicle 4WD,2018.0,0.0,Forester,
SW,MPV,AWD,5,5.0,0.174,4.0,2018 SUBARU OUTBACK,28.0,4.0,Regular,Subaru,Outback AWD,Automatic (AV-S7),Small Sport Utility Vehicle 4WD,2018.0,0.0,Outback,
SUV,MPV,AWD,7 or 8,5.0,0.169,4.0,2018 TOYOTA HIGHLANDER,23.0,6.0,Regular,Toyota,Highlander LE/XLE/SE/LTD,Automatic (S8),Small Sport Utility Vehicle 2WD,2018.0,-1750.0,Highlander,
SUV,MPV,AWD,7 or 8,5.0,0.169,4.0,2018 TOYOTA HIGHLANDER,23.0,6.0,Regular,Toyota,Highlander,Automatic (S8),Small Sport Utility Vehicle 2WD,2018.0,-1750.0,Highlander,
SUV,MPV,AWD,7 or 8,5.0,0.169,4.0,2018 TOYOTA HIGHLANDER,23.0,6.0,Regular,Toyota,Highlander AWD LE,Automatic (S8),Standard Sport Utility Vehicle 4WD,2018.0,-1750.0,Highlander,
SUV,MPV,AWD,7 or 8,5.0,0.169,4.0,2018 TOYOTA HIGHLANDER,28.0,6.0,Regular,Toyota,Highlander Hybrid AWD,Automatic (AV-S6),Standard Sport Utility Vehicle 4WD,2018.0,0.0,Highlander,
SUV,MPV,AWD,7 or 8,5.0,0.169,4.0,2018 TOYOTA HIGHLANDER,29.0,6.0,Regular,Toyota,Highlander Hybrid AWD LE Plus,Automatic (AV-S6),Standard Sport Utility Vehicle 4WD,2018.0,250.0,Highlander,
SUV,MPV,AWD,5,5.0,0.169,4.0,2018 TOYOTA RAV4,25.0,4.0,Regular,Toyota,RAV4,Automatic (S6),Small Sport Utility Vehicle 2WD,2018.0,-1000.0,RAV4,
SUV,MPV,AWD,5,5.0,0.169,4.0,2018 TOYOTA RAV4,26.0,4.0,Regular,Toyota,RAV4 LE/XLE,Automatic (S6),Small Sport Utility Vehicle 2WD,2018.0,-500.0,RAV4,
SUV,MPV,AWD,5,5.0,0.169,4.0,2018 TOYOTA RAV4,25.0,4.0,Regular,Toyota,RAV4 AWD,Automatic (S6),Small Sport Utility Vehicle 4WD,2018.0,-1000.0,RAV4,
SUV,MPV,AWD,5,5.0,0.169,4.0,2018 TOYOTA RAV4,24.0,4.0,Regular,Toyota,RAV4 Limited AWD/SE AWD,Automatic (S6),Small Sport Utility Vehicle 4WD,2018.0,-1500.0,RAV4,
SUV,MPV,AWD,5,5.0,0.169,4.0,2018 TOYOTA RAV4,32.0,4.0,Regular,Toyota,RAV4 Hybrid AWD,Automatic (AV-S6),Small Sport Utility Vehicle 4WD,2018.0,1000.0,RAV4,
SUV,MPV,AWD,6 or 7,5.0,0.136,4.0,2018 VOLKSWAGEN ATLAS,24.0,4.0,Regular,Volkswagen,Atlas,Automatic (S8),Small Sport Utility Vehicle 2WD,2018.0,-1500.0,Atlas,
SUV,MPV,AWD,"5
7",4.0,0.156,4.0,2018 VOLKSWAGEN TIGUAN,24.0,4.0,Regular,Volkswagen,Tiguan,Automatic (S8),Small Sport Utility Vehicle 2WD,2018.0,-1500.0,Tiguan,
SUV,MPV,AWD,"5
7",4.0,0.156,4.0,2018 VOLKSWAGEN TIGUAN,23.0,4.0,Regular,Volkswagen,Tiguan 4motion,Automatic (S8),Small Sport Utility Vehicle 4WD,2018.0,-1750.0,Tiguan,
SUV,MPV,AWD,57,5.0,0.156,4.0,2018 VOLKSWAGEN TIGUAN,24.0,4.0,Regular,Volkswagen,Tiguan,Automatic (S8),Small Sport Utility Vehicle 2WD,2018.0,-1500.0,Tiguan,
SUV,MPV,AWD,57,5.0,0.156,4.0,2018 VOLKSWAGEN TIGUAN,23.0,4.0,Regular,Volkswagen,Tiguan 4motion,Automatic (S8),Small Sport Utility Vehicle 4WD,2018.0,-1750.0,Tiguan,
SUV,MPV,AWD,5,5.0,0.179,4.0,2019 BUICK ENCORE,28.0,4.0,Regular,Buick,Encore,Automatic (S6),Small Sport Utility Vehicle 2WD,2019.0,0.0,Encore,
SUV,MPV,AWD,5,5.0,0.179,4.0,2019 BUICK ENCORE,27.0,4.0,Regular,Buick,Encore AWD,Automatic (S6),Small Sport Utility Vehicle 4WD,2019.0,-250.0,Encore,
SUV,MPV,AWD,5,5.0,0.179,4.0,2019 BUICK ENCORE,27.0,4.0,Regular,Buick,Encore,Automatic (S6),Small Sport Utility Vehicle 2WD,2019.0,-250.0,Encore,
SUV,MPV,AWD,5,5.0,0.179,4.0,2019 BUICK ENCORE,26.0,4.0,Regular,Buick,Encore AWD,Automatic (S6),Small Sport Utility Vehicle 4WD,2019.0,-500.0,Encore,
SUV,MPV,AWD,5,5.0,0.159,4.0,2019 BUICK ENVISION,25.0,4.0,Regular,Buick,Envision FWD,Automatic 6-spd,Small Sport Utility Vehicle 2WD,2019.0,-1000.0,Envision,
SUV,MPV,AWD,5,5.0,0.159,4.0,2019 BUICK ENVISION,24.0,4.0,Regular,Buick,Envision AWD,Automatic 6-spd,Small Sport Utility Vehicle 4WD,2019.0,-1500.0,Envision,
SUV,MPV,AWD,5,5.0,0.147,4.0,2019 CHEVROLET BLAZER,24.0,4.0,Regular,Chevrolet,Blazer FWD,Automatic 9-spd,Small Sport Utility Vehicle 2WD,2019.0,-1500.0,Blazer,
SUV,MPV,AWD,5,5.0,0.185,4.0,2019 CHEVROLET EQUINOX,28.0,4.0,Regular,Chevrolet,Equinox FWD,Automatic 6-spd,Small Sport Utility Vehicle 2WD,2019.0,0.0,Equinox,
SUV,MPV,AWD,5,5.0,0.185,4.0,2019 CHEVROLET EQUINOX,27.0,4.0,Regular,Chevrolet,Equinox AWD,Automatic 6-spd,Small Sport Utility Vehicle 4WD,2019.0,-250.0,Equinox,
SUV,MPV,AWD,5,5.0,0.179,4.0,2019 CHEVROLET TRAX,28.0,4.0,Regular,Chevrolet,Trax,Automatic (S6),Small Sport Utility Vehicle 2WD,2019.0,0.0,Trax,
SUV,MPV,AWD,5,5.0,0.179,4.0,2019 CHEVROLET TRAX,26.0,4.0,Regular,Chevrolet,Trax AWD,Automatic (S6),Small Sport Utility Vehicle 4WD,2019.0,-500.0,Trax,
SUV,PC,AWD,5,4.0,0.191,4.0,2019 FORD ECOSPORT,28.0,3.0,Regular,Ford,EcoSport FWD,Automatic (S6),Small Sport Utility Vehicle 2WD,2019.0,0.0,EcoSport,
SUV,PC,AWD,5,4.0,0.191,4.0,2019 FORD ECOSPORT,25.0,4.0,Regular,Ford,EcoSport AWD,Automatic (S6),Small Sport Utility Vehicle 4WD,2019.0,-1000.0,EcoSport,
SUV,MPV,AWD,5,5.0,0.155,4.0,2019 FORD EDGE,25.0,4.0,Regular,Ford,Edge FWD,Automatic (S8),Small Sport Utility Vehicle 2WD,2019.0,-1000.0,Edge,
SUV,MPV,AWD,5,5.0,0.155,4.0,2019 FORD EDGE,23.0,4.0,Regular,Ford,Edge AWD,Automatic (S8),Small Sport Utility Vehicle 4WD,2019.0,-1750.0,Edge,
SUV,MPV,AWD,5,5.0,0.185,4.0,2019 FORD ESCAPE,24.0,4.0,Regular,Ford,Escape FWD,Automatic (S6),Small Sport Utility Vehicle 2WD,2019.0,-1500.0,Escape,
SUV,MPV,AWD,5,5.0,0.185,4.0,2019 FORD ESCAPE,25.0,4.0,Regular,Ford,Escape FWD,Automatic (S6),Small Sport Utility Vehicle 2WD,2019.0,-1000.0,Escape,
SUV,MPV,AWD,5,5.0,0.185,4.0,2019 FORD ESCAPE,26.0,4.0,Regular,Ford,Escape FWD,Automatic (S6),Small Sport Utility Vehicle 2WD,2019.0,-500.0,Escape,
SUV,MPV,AWD,5,5.0,0.185,4.0,2019 FORD ESCAPE,24.0,4.0,Regular,Ford,Escape AWD,Automatic (S6),Small Sport Utility Vehicle 4WD,2019.0,-1500.0,Escape,
SUV,MPV,AWD,5,5.0,0.185,4.0,2019 FORD ESCAPE,23.0,4.0,Regular,Ford,Escape AWD,Automatic (S6),Small Sport Utility Vehicle 4WD,2019.0,-1750.0,Escape,
SUV,MPV,AWD,5 to 7,5.0,0.15,4.0,2019 GMC ACADIA,23.0,4.0,Regular,GMC,Acadia FWD,Automatic 6-spd,Standard Sport Utility Vehicle 2WD,2019.0,-1750.0,Acadia,
SUV,MPV,AWD,5,5.0,0.164,4.0,2019 GMC TERRAIN,28.0,4.0,Regular,GMC,Terrain FWD,Automatic 9-spd,Small Sport Utility Vehicle 2WD,2019.0,0.0,Terrain,
SUV,MPV,AWD,5,5.0,0.164,4.0,2019 GMC TERRAIN,26.0,4.0,Regular,GMC,Terrain AWD,Automatic 9-spd,Small Sport Utility Vehicle 4WD,2019.0,-500.0,Terrain,
SUV,MPV,AWD,5,5.0,0.164,4.0,2019 HONDA CR-V,28.0,4.0,Regular,Honda,CR-V FWD,Automatic (variable gear ratios),Small Sport Utility Vehicle 2WD,2019.0,0.0,CR-V,
SUV,MPV,AWD,5,5.0,0.164,4.0,2019 HONDA CR-V,30.0,4.0,Regular,Honda,CR-V FWD,Automatic (variable gear ratios),Small Sport Utility Vehicle 2WD,2019.0,500.0,CR-V,
SUV,MPV,AWD,5,5.0,0.164,4.0,2019 HONDA CR-V,27.0,4.0,Regular,Honda,CR-V AWD,Automatic (variable gear ratios),Small Sport Utility Vehicle 4WD,2019.0,-250.0,CR-V,
SUV,MPV,AWD,5,5.0,0.164,4.0,2019 HONDA CR-V,29.0,4.0,Regular,Honda,CR-V AWD,Automatic (variable gear ratios),Small Sport Utility Vehicle 4WD,2019.0,250.0,CR-V,
SUV,MPV,AWD,7 or 8,5.0,0.164,4.0,2019 HONDA PILOT,23.0,6.0,Regular,Honda,Pilot FWD,Automatic (S9),Small Sport Utility Vehicle 2WD,2019.0,-1750.0,Pilot,
SUV,MPV,AWD,5,5.0,0.136,4.0,2019 HYUNDAI KONA,30.0,4.0,Regular,Hyundai,Kona FWD,Automatic (AM7),Small Sport Utility Vehicle 2WD,2019.0,500.0,Kona,
SUV,MPV,AWD,5,5.0,0.136,4.0,2019 HYUNDAI KONA,27.0,4.0,Regular,Hyundai,Kona AWD,Automatic (AM7),Small Sport Utility Vehicle 4WD,2019.0,-250.0,Kona,
SUV,MPV,AWD,5,5.0,0.136,4.0,2019 HYUNDAI KONA,30.0,4.0,Regular,Hyundai,Kona FWD,Automatic (S6),Small Sport Utility Vehicle 2WD,2019.0,500.0,Kona,
SUV,MPV,AWD,5,5.0,0.136,4.0,2019 HYUNDAI KONA,27.0,4.0,Regular,Hyundai,Kona AWD,Automatic (S6),Small Sport Utility Vehicle 4WD,2019.0,-250.0,Kona,
SUV,MPV,AWD,5,5.0,0.146,4.0,2019 HYUNDAI SANTA FE,25.0,4.0,Regular,Hyundai,Santa Fe FWD,Automatic (S8),Small Sport Utility Vehicle 2WD,2019.0,-1000.0,Santa Fe,
SUV,MPV,AWD,5,5.0,0.146,4.0,2019 HYUNDAI SANTA FE,23.0,4.0,Regular,Hyundai,Santa Fe AWD,Automatic (S8),Small Sport Utility Vehicle 4WD,2019.0,-1750.0,Santa Fe,
SUV,MPV,AWD,5,5.0,0.155,4.0,2019 HYUNDAI TUCSON,26.0,4.0,Regular,Hyundai,Tucson FWD,Automatic (S6),Small Sport Utility Vehicle 2WD,2019.0,-500.0,Tucson,
SUV,MPV,AWD,5,5.0,0.155,4.0,2019 HYUNDAI TUCSON,23.0,4.0,Regular,Hyundai,Tucson AWD,Automatic (S6),Small Sport Utility Vehicle 4WD,2019.0,-1750.0,Tucson,
SUV,MPV,AWD,5,5.0,0.155,4.0,2019 HYUNDAI TUCSON,25.0,4.0,Regular,Hyundai,Tucson FWD,Automatic (S6),Small Sport Utility Vehicle 2WD,2019.0,-1000.0,Tucson,
SUV,MPV,AWD,5,5.0,0.155,4.0,2019 HYUNDAI TUCSON,23.0,4.0,Regular,Hyundai,Tucson AWD,Automatic (S6),Small Sport Utility Vehicle 4WD,2019.0,-1750.0,Tucson,
SUV,MPV,4WD,5,4.0,0.169,4.0,2019 JEEP CHEROKEE,23.0,6.0,Regular,Jeep,Cherokee FWD,Automatic 9-spd,Small Sport Utility Vehicle 2WD,2019.0,-1750.0,Cherokee,
SUV,MPV,4WD,5,4.0,0.169,4.0,2019 JEEP CHEROKEE,26.0,4.0,Regular,Jeep,Cherokee FWD,Automatic 9-spd,Small Sport Utility Vehicle 2WD,2019.0,-500.0,Cherokee,
SUV,MPV,4WD,5,4.0,0.169,4.0,2019 JEEP CHEROKEE,25.0,4.0,Regular,Jeep,Cherokee FWD,Automatic 9-spd,Small Sport Utility Vehicle 2WD,2019.0,-1000.0,Cherokee,
SUV,MPV,4WD,5,4.0,0.169,4.0,2019 JEEP CHEROKEE,24.0,4.0,Regular,Jeep,Cherokee 4WD,Automatic 9-spd,Small Sport Utility Vehicle 4WD,2019.0,-1500.0,Cherokee,
SUV,MPV,4WD,5,4.0,0.169,4.0,2019 JEEP CHEROKEE,24.0,4.0,Regular,Jeep,Cherokee 4WD,Automatic 9-spd,Small Sport Utility Vehicle 4WD,2019.0,-1500.0,Cherokee,
SUV,MPV,4WD,5,4.0,0.169,4.0,2019 JEEP CHEROKEE,23.0,4.0,Regular,Jeep,Cherokee 4WD Active Drive II,Automatic 9-spd,Small Sport Utility Vehicle 4WD,2019.0,-1750.0,Cherokee,
SUV,MPV,AWD,5,4.0,0.206,3.0,2019 JEEP COMPASS,26.0,4.0,Regular,Jeep,Compass FWD,Manual 6-spd,Small Sport Utility Vehicle 2WD,2019.0,-500.0,Compass,
SUV,MPV,AWD,5,4.0,0.206,3.0,2019 JEEP COMPASS,25.0,4.0,Regular,Jeep,Compass FWD,Automatic 6-spd,Small Sport Utility Vehicle 2WD,2019.0,-1000.0,Compass,
SUV,MPV,AWD,5,4.0,0.206,3.0,2019 JEEP COMPASS,25.0,4.0,Regular,Jeep,Compass 4WD,Manual 6-spd,Small Sport Utility Vehicle 4WD,2019.0,-1000.0,Compass,
SUV,MPV,AWD,5,4.0,0.206,3.0,2019 JEEP COMPASS,25.0,4.0,Regular,Jeep,Compass 4WD,Automatic 9-spd,Small Sport Utility Vehicle 4WD,2019.0,-1000.0,Compass,
SUV,MPV,AWD,5 or 7,5.0,0.158,4.0,2019 KIA SORENTO,25.0,4.0,Regular,Kia,Sorento FWD,Automatic (S6),Small Sport Utility Vehicle 2WD,2019.0,-1000.0,Sorento,
SUV,MPV,AWD,5 or 7,5.0,0.158,4.0,2019 KIA SORENTO,23.0,4.0,Regular,Kia,Sorento AWD,Automatic (S6),Small Sport Utility Vehicle 4WD,2019.0,-1750.0,Sorento,
SUV,MPV,AWD,5,5.0,0.147,4.0,2019 KIA SPORTAGE,25.0,4.0,Regular,Kia,Sportage FWD,Automatic (S6),Small Sport Utility Vehicle 2WD,2019.0,-1000.0,Sportage,
SUV,MPV,AWD,5,5.0,0.147,4.0,2019 KIA SPORTAGE,25.0,4.0,Regular,Kia,Sportage FE FWD,Automatic (S6),Small Sport Utility Vehicle 2WD,2019.0,-1000.0,Sportage,
SUV,MPV,AWD,5,5.0,0.147,4.0,2019 KIA SPORTAGE,23.0,4.0,Regular,Kia,Sportage FWD,Automatic (S6),Small Sport Utility Vehicle 2WD,2019.0,-1750.0,Sportage,
SUV,MPV,AWD,5,5.0,0.147,4.0,2019 KIA SPORTAGE,23.0,4.0,Regular,Kia,Sportage AWD,Automatic (S6),Small Sport Utility Vehicle 4WD,2019.0,-1750.0,Sportage,
SUV,MPV,AWD,5,4.0,0.169,4.0,2019 LINCOLN MKC,23.0,4.0,Regular,Lincoln,MKC FWD,Automatic (S6),Small Sport Utility Vehicle 2WD,2019.0,-1750.0,MKC,
SUV,MPV,AWD,5,5.0,0.155,4.0,2019 LINCOLN NAUTILUS,23.0,4.0,Regular,Lincoln,Nautilus FWD,Automatic (S8),Small Sport Utility Vehicle 2WD,2019.0,-1750.0,Nautilus,
