car_key,OVERALL_STARS,NUM_OF_SEATING,comb08,Avg_Price,Avg_Mileage,youSaveSpend,cylinders,ROLLOVER_POSSIBILITY,ROLLOVER_STARS,utility_score
2019 MAZDA CX-5,5.0,5.0,24.0,,,-1500.0,4.0,0.169,4.0,
2019 MAZDA CX-9,5.0,7.0,24.0,,,-1500.0,4.0,0.159,4.0,
2019 MAZDA CX-9,5.0,7.0,23.0,,,-1750.0,4.0,0.159,4.0,
2019 MITSUBISHI OUTLANDER,5.0,7.0,27.0,,,-250.0,4.0,0.164,4.0,
2019 MITSUBISHI OUTLANDER,5.0,7.0,26.0,,,-500.0,4.0,0.164,4.0,
2019 MITSUBISHI OUTLANDER,5.0,7.0,25.0,,,-1000.0,4.0,0.164,4.0,
2019 MITSUBISHI OUTLANDER,5.0,7.0,27.0,,,-250.0,4.0,0.164,4.0,
2019 MITSUBISHI OUTLANDER,5.0,7.0,25.0,,,-1000.0,4.0,0.164,4.0,
2019 MITSUBISHI OUTLANDER,5.0,7.0,26.0,,,-500.0,4.0,0.164,4.0,
2019 MITSUBISHI OUTLANDER,5.0,7.0,25.0,,,-1000.0,4.0,0.164,4.0,
2019 MITSUBISHI OUTLANDER,5.0,7.0,25.0,,,1250.0,4.0,0.164,4.0,
2019 NISSAN PATHFINDER,5.0,7.0,23.0,,,-1750.0,6.0,0.179,4.0,
2019 NISSAN ROGUE,4.0,6.0,29.0,,,250.0,4.0,0.164,4.0,
2019 NISSAN ROGUE,4.0,6.0,34.0,,,1500.0,4.0,0.164,4.0,
2019 NISSAN ROGUE,4.0,6.0,27.0,,,-250.0,4.0,0.164,4.0,
2019 NISSAN ROGUE,4.0,6.0,33.0,,,1250.0,4.0,0.164,4.0,
2019 SUBARU ASCENT,5.0,7.5,23.0,,,-1750.0,4.0,0.17,4.0,
2019 SUBARU CROSSTREK,5.0,5.0,25.0,,,-1000.0,4.0,0.156,4.0,
2019 SUBARU CROSSTREK,5.0,5.0,29.0,,,250.0,4.0,0.156,4.0,
2019 SUBARU CROSSTREK,5.0,5.0,35.0,,,2750.0,4.0,0.156,4.0,
2019 SUBARU FORESTER,5.0,5.0,29.0,,,250.0,4.0,0.169,4.0,
2019 SUBARU OUTBACK,5.0,5.0,28.0,,,0.0,4.0,0.174,4.0,
2019 TOYOTA HIGHLANDER,5.0,7.5,23.0,,,-1750.0,6.0,0.185,4.0,
2019 TOYOTA HIGHLANDER,5.0,7.5,23.0,,,-1750.0,6.0,0.185,4.0,
2019 TOYOTA HIGHLANDER,5.0,7.5,23.0,,,-1750.0,6.0,0.185,4.0,
2019 TOYOTA HIGHLANDER,5.0,7.5,28.0,,,0.0,6.0,0.185,4.0,
2019 TOYOTA HIGHLANDER,5.0,7.5,29.0,,,250.0,6.0,0.185,4.0,
2019 TOYOTA RAV4,5.0,5.0,30.0,,,500.0,4.0,0.155,4.0,
2019 TOYOTA RAV4,5.0,5.0,28.0,,,0.0,4.0,0.155,4.0,
2019 TOYOTA RAV4,5.0,5.0,30.0,,,500.0,4.0,0.155,4.0,
2019 TOYOTA RAV4,5.0,5.0,40.0,,,2500.0,4.0,0.155,4.0,
2019 VOLKSWAGEN TIGUAN,5.0,6.0,25.0,,,-1000.0,4.0,0.0,4.0,
2019 VOLKSWAGEN TIGUAN,5.0,6.0,24.0,,,-1500.0,4.0,0.0,4.0,
2020 BUICK ENCORE,5.0,5.0,27.0,,,-250.0,4.0,0.179,4.0,
2020 BUICK ENCORE,5.0,5.0,26.0,,,-500.0,4.0,0.179,4.0,
2020 BUICK ENCORE,5.0,5.0,31.0,,,750.0,3.0,0.179,4.0,
2020 BUICK ENCORE,5.0,5.0,28.0,,,0.0,3.0,0.179,4.0,
2020 BUICK ENCORE,5.0,5.0,28.0,,,0.0,3.0,0.179,4.0,
2020 BUICK ENVISION,5.0,5.0,25.0,,,-1000.0,4.0,0.159,4.0,
2020 BUICK ENVISION,5.0,5.0,24.0,,,-1500.0,4.0,0.159,4.0,
2020 CHEVROLET BLAZER,5.0,5.0,23.0,,,-1750.0,4.0,0.147,4.0,
2020 CHEVROLET BLAZER,5.0,5.0,24.0,,,-1500.0,4.0,0.147,4.0,
2020 CHEVROLET BLAZER,5.0,5.0,23.0,,,-1750.0,4.0,0.147,4.0,
2020 CHEVROLET EQUINOX,5.0,5.0,28.0,,,0.0,4.0,0.185,4.0,
2020 CHEVROLET EQUINOX,5.0,5.0,27.0,,,-250.0,4.0,0.185,4.0,
2020 CHEVROLET TRAX,5.0,5.0,28.0,,,0.0,4.0,0.179,4.0,
2020 CHEVROLET TRAX,5.0,5.0,26.0,,,-500.0,4.0,0.179,4.0,
2020 FORD ECOSPORT,4.0,5.0,28.0,,,0.0,3.0,0.191,4.0,
2020 FORD ECOSPORT,4.0,5.0,25.0,,,-1000.0,4.0,0.191,4.0,
2020 FORD EDGE,5.0,5.0,24.0,,,-1500.0,4.0,0.155,4.0,
2020 FORD EDGE,5.0,5.0,23.0,,,-1750.0,4.0,0.155,4.0,
2020 FORD EDGE,5.0,5.0,23.0,,,-1750.0,4.0,0.155,4.0,
2020 FORD ESCAPE,5.0,5.0,30.0,,,500.0,3.0,0.174,4.0,
2020 FORD ESCAPE,5.0,5.0,41.0,,,2750.0,4.0,0.174,4.0,
2020 FORD ESCAPE,5.0,5.0,26.0,,,-500.0,4.0,0.174,4.0,
2020 FORD ESCAPE,5.0,5.0,28.0,,,0.0,3.0,0.174,4.0,
2020 FORD ESCAPE,5.0,5.0,40.0,,,2500.0,4.0,0.174,4.0,
2020 FORD ESCAPE,5.0,5.0,41.0,,,4000.0,4.0,0.174,4.0,
2020 FORD EXPLORER,5.0,6.5,24.0,,,-1500.0,4.0,0.151,4.0,
2020 FORD EXPLORER,5.0,6.5,23.0,,,-1750.0,4.0,0.151,4.0,
2020 FORD EXPLORER,5.0,6.5,28.0,,,0.0,6.0,0.151,4.0,
2020 FORD EXPLORER,5.0,6.5,25.0,,,-1000.0,6.0,0.151,4.0,
2020 GMC ACADIA,5.0,6.0,23.0,,,-1750.0,4.0,0.151,4.0,
2020 GMC ACADIA,5.0,6.0,24.0,,,-1500.0,4.0,0.151,4.0,
2020 GMC ACADIA,5.0,6.0,23.0,,,-1750.0,4.0,0.151,4.0,
2020 GMC TERRAIN,5.0,5.0,27.0,,,-250.0,4.0,0.164,4.0,
2020 GMC TERRAIN,5.0,5.0,26.0,,,-500.0,4.0,0.164,4.0,
2020 HONDA CR-V,5.0,5.0,30.0,,,500.0,4.0,0.164,4.0,
2020 HONDA CR-V,5.0,5.0,29.0,,,250.0,4.0,0.164,4.0,
2020 HONDA CR-V,5.0,5.0,38.0,,,2250.0,4.0,0.164,4.0,
2020 HONDA PILOT,5.0,7.5,23.0,,,-1750.0,6.0,0.164,4.0,
2020 HYUNDAI KONA,5.0,5.0,27.0,,,-250.0,4.0,0.136,4.0,
2020 HYUNDAI KONA,5.0,5.0,30.0,,,500.0,4.0,0.136,4.0,
2020 HYUNDAI KONA,5.0,5.0,30.0,,,500.0,4.0,0.136,4.0,
2020 HYUNDAI KONA,5.0,5.0,28.0,,,0.0,4.0,0.136,4.0,
2020 HYUNDAI SANTA FE,5.0,5.0,23.0,,,-1750.0,4.0,0.146,4.0,
2020 HYUNDAI SANTA FE,5.0,5.0,25.0,,,-1000.0,4.0,0.146,4.0,
2020 HYUNDAI SANTA FE,5.0,5.0,24.0,,,-1500.0,4.0,0.146,4.0,
2020 HYUNDAI TUCSON,5.0,5.0,25.0,,,-1000.0,4.0,0.155,4.0,
2020 HYUNDAI TUCSON,5.0,5.0,25.0,,,-1000.0,4.0,0.155,4.0,
2020 HYUNDAI TUCSON,5.0,5.0,23.0,,,-1750.0,4.0,0.155,4.0,
2020 HYUNDAI TUCSON,5.0,5.0,23.0,,,-1750.0,4.0,0.155,4.0,
2020 JEEP CHEROKEE,4.0,5.0,26.0,,,-500.0,4.0,0.169,4.0,
2020 JEEP CHEROKEE,4.0,5.0,25.0,,,-1000.0,4.0,0.169,4.0,
2020 JEEP CHEROKEE,4.0,5.0,23.0,,,-1750.0,6.0,0.169,4.0,
2020 JEEP CHEROKEE,4.0,5.0,24.0,,,-1500.0,4.0,0.169,4.0,
2020 JEEP CHEROKEE,4.0,5.0,24.0,,,-1500.0,4.0,0.169,4.0,
2020 JEEP CHEROKEE,4.0,5.0,23.0,,,-1750.0,4.0,0.169,4.0,
2020 JEEP COMPASS,4.0,5.0,25.0,,,-1000.0,4.0,0.206,3.0,
2020 JEEP COMPASS,4.0,5.0,26.0,,,-500.0,4.0,0.206,3.0,
2020 JEEP COMPASS,4.0,5.0,25.0,,,-1000.0,4.0,0.206,3.0,
2020 JEEP COMPASS,4.0,5.0,25.0,,,-1000.0,4.0,0.206,3.0,
2020 JEEP RENEGADE,4.0,5.0,27.0,,,-250.0,4.0,0.228,3.0,
2020 JEEP RENEGADE,4.0,5.0,25.0,,,-1000.0,4.0,0.228,3.0,
2020 JEEP RENEGADE,4.0,5.0,26.0,,,-500.0,4.0,0.228,3.0,
2020 JEEP RENEGADE,4.0,5.0,24.0,,,-1500.0,4.0,0.228,3.0,
2020 JEEP RENEGADE,4.0,5.0,24.0,,,-1500.0,4.0,0.228,3.0,
2020 KIA SORENTO,5.0,6.0,25.0,,,-1000.0,4.0,0.158,4.0,
2020 KIA SORENTO,5.0,6.0,23.0,,,-1750.0,4.0,0.158,4.0,
2020 KIA SPORTAGE,5.0,5.0,26.0,,,-500.0,4.0,0.147,4.0,
2020 KIA SPORTAGE,5.0,5.0,23.0,,,-1750.0,4.0,0.147,4.0,
2020 KIA SPORTAGE,5.0,5.0,23.0,,,-1750.0,4.0,0.147,4.0,
2020 KIA TELLURIDE,5.0,7.5,23.0,,,-1750.0,6.0,0.143,4.0,
2020 LINCOLN AVIATOR,5.0,6.5,23.0,,,0.0,6.0,0.151,4.0,
2020 LINCOLN CORSAIR,5.0,5.0,25.0,,,-1000.0,4.0,0.174,4.0,
2020 LINCOLN CORSAIR,5.0,5.0,24.0,,,-1500.0,4.0,0.174,4.0,
2020 LINCOLN CORSAIR,5.0,5.0,24.0,,,-1500.0,4.0,0.174,4.0,
2020 LINCOLN NAUTILUS,5.0,5.0,23.0,,,-1750.0,4.0,0.155,4.0,
2020 MAZDA CX-30,5.0,5.0,28.0,,,0.0,4.0,0.147,4.0,
2020 MAZDA CX-30,5.0,5.0,28.0,,,0.0,4.0,0.147,4.0,
2020 MAZDA CX-30,5.0,5.0,26.0,,,-500.0,4.0,0.147,4.0,
2020 MAZDA CX-30,5.0,5.0,27.0,,,-250.0,4.0,0.147,4.0,
2020 MAZDA CX-5,5.0,5.0,28.0,,,0.0,4.0,0.169,4.0,
2020 MAZDA CX-5,5.0,5.0,26.0,,,-500.0,4.0,0.169,4.0,
2020 MAZDA CX-5,5.0,5.0,24.0,,,-1500.0,4.0,0.169,4.0,
2020 MAZDA CX-9,5.0,7.0,24.0,,,-1500.0,4.0,0.159,4.0,
2020 MAZDA CX-9,5.0,7.0,23.0,,,-1750.0,4.0,0.159,4.0,
2020 MITSUBISHI ECLIPSE CROSS,5.0,5.0,26.0,,,-500.0,4.0,0.185,4.0,
2020 MITSUBISHI ECLIPSE CROSS,5.0,5.0,27.0,,,-250.0,4.0,0.185,4.0,
2020 MITSUBISHI ECLIPSE CROSS,5.0,5.0,26.0,,,-500.0,4.0,0.185,4.0,
2020 MITSUBISHI ECLIPSE CROSS,5.0,5.0,25.0,,,-1000.0,4.0,0.185,4.0,
2020 MITSUBISHI OUTLANDER,5.0,7.0,27.0,,,-250.0,4.0,0.164,4.0,
2020 MITSUBISHI OUTLANDER,5.0,7.0,26.0,,,-500.0,4.0,0.164,4.0,
2020 MITSUBISHI OUTLANDER,5.0,7.0,27.0,,,-250.0,4.0,0.164,4.0,
2020 MITSUBISHI OUTLANDER,5.0,7.0,26.0,,,-500.0,4.0,0.164,4.0,
2020 MITSUBISHI OUTLANDER,5.0,7.0,25.0,,,-1000.0,4.0,0.164,4.0,
2020 MITSUBISHI OUTLANDER,5.0,7.0,25.0,,,-1000.0,4.0,0.164,4.0,
2020 MITSUBISHI OUTLANDER,5.0,7.0,25.0,,,1250.0,4.0,0.164,4.0,
2020 NISSAN PATHFINDER,5.0,7.0,23.0,,,-1750.0,6.0,0.179,4.0,
2020 NISSAN ROGUE,4.0,6.0,29.0,,,250.0,4.0,0.164,4.0,
2020 NISSAN ROGUE,4.0,6.0,27.0,,,-250.0,4.0,0.164,4.0,
2020 SUBARU ASCENT,5.0,7.5,23.0,,,-1750.0,4.0,0.17,4.0,
2020 SUBARU CROSSTREK,5.0,5.0,25.0,,,-1000.0,4.0,0.156,4.0,
2020 SUBARU CROSSTREK,5.0,5.0,30.0,,,500.0,4.0,0.156,4.0,
2020 SUBARU CROSSTREK,5.0,5.0,35.0,,,2750.0,4.0,0.156,4.0,
2020 SUBARU FORESTER,5.0,5.0,29.0,,,250.0,4.0,0.169,4.0,
2020 SUBARU OUTBACK,5.0,5.0,29.0,,,250.0,4.0,0.185,4.0,
2020 SUBARU OUTBACK,5.0,5.0,26.0,,,-500.0,4.0,0.185,4.0,
2020 TOYOTA HIGHLANDER,5.0,7.5,23.0,,,-1750.0,6.0,0.164,4.0,
2020 TOYOTA HIGHLANDER,5.0,7.5,24.0,,,-1500.0,6.0,0.164,4.0,
2020 TOYOTA HIGHLANDER,5.0,7.5,23.0,,,-1750.0,6.0,0.164,4.0,
2020 TOYOTA HIGHLANDER,5.0,7.5,36.0,,,2000.0,4.0,0.164,4.0,
2020 TOYOTA HIGHLANDER,5.0,7.5,35.0,,,1750.0,4.0,0.164,4.0,
2020 TOYOTA HIGHLANDER,5.0,7.5,35.0,,,1750.0,4.0,0.164,4.0,
2020 TOYOTA RAV4,5.0,5.0,30.0,,,500.0,4.0,0.155,4.0,
2020 TOYOTA RAV4,5.0,5.0,30.0,,,500.0,4.0,0.155,4.0,
2020 TOYOTA RAV4,5.0,5.0,28.0,,,0.0,4.0,0.155,4.0,
2020 TOYOTA RAV4,5.0,5.0,29.0,,,250.0,4.0,0.155,4.0,
2020 TOYOTA RAV4,5.0,5.0,40.0,,,2500.0,4.0,0.155,4.0,
2020 TOYOTA RAV4,5.0,5.0,27.0,,,-250.0,4.0,0.155,4.0,
2020 TOYOTA RAV4,5.0,5.0,30.0,,,500.0,4.0,0.155,4.0,
2020 VOLKSWAGEN TIGUAN,5.0,6.0,25.0,,,-1000.0,4.0,0.0,4.0,
2020 VOLKSWAGEN TIGUAN,5.0,6.0,23.0,,,-1750.0,4.0,0.0,4.0,
2021 AUDI Q3,5.0,5.0,23.0,,,-1750.0,4.0,0.164,4.0,
2021 AUDI Q3,5.0,5.0,25.0,,,-1000.0,4.0,0.164,4.0,
2021 BUICK ENCORE,5.0,5.0,29.0,,,250.0,3.0,0.179,4.0,
2021 BUICK ENCORE,5.0,5.0,27.0,,,-250.0,4.0,0.179,4.0,
2021 BUICK ENCORE,5.0,5.0,26.0,,,-500.0,4.0,0.179,4.0,
2021 BUICK ENCORE,5.0,5.0,31.0,,,750.0,3.0,0.179,4.0,
2021 BUICK ENCORE,5.0,5.0,28.0,,,0.0,3.0,0.179,4.0,
2021 BUICK ENCORE,5.0,5.0,27.0,,,-250.0,4.0,0.179,4.0,
2021 BUICK ENCORE,5.0,5.0,26.0,,,-500.0,4.0,0.179,4.0,
2021 BUICK ENVISION,5.0,5.0,25.0,,,-1000.0,4.0,0.147,4.0,
2021 BUICK ENVISION,5.0,5.0,26.0,,,-500.0,4.0,0.147,4.0,
2021 CHEVROLET BLAZER,5.0,5.0,23.0,,,-1750.0,4.0,0.147,4.0,
2021 CHEVROLET BLAZER,5.0,5.0,25.0,,,-1000.0,4.0,0.147,4.0,
2021 CHEVROLET BLAZER,5.0,5.0,24.0,,,-1500.0,4.0,0.147,4.0,
2021 CHEVROLET EQUINOX,5.0,5.0,28.0,,,0.0,4.0,0.185,4.0,
2021 CHEVROLET EQUINOX,5.0,5.0,27.0,,,-250.0,4.0,0.185,4.0,
2021 CHEVROLET TRAILBLAZER,5.0,5.0,28.0,,,0.0,3.0,0.179,4.0,
2021 CHEVROLET TRAILBLAZER,5.0,5.0,31.0,,,750.0,3.0,0.179,4.0,
2021 CHEVROLET TRAILBLAZER,5.0,5.0,29.0,,,250.0,3.0,0.179,4.0,
2021 CHEVROLET TRAILBLAZER,4.0,5.0,28.0,,,0.0,3.0,0.179,4.0,
2021 CHEVROLET TRAILBLAZER,4.0,5.0,31.0,,,750.0,3.0,0.179,4.0,
2021 CHEVROLET TRAILBLAZER,4.0,5.0,29.0,,,250.0,3.0,0.179,4.0,
2021 CHEVROLET TRAX,5.0,5.0,28.0,,,0.0,4.0,0.179,4.0,
2021 CHEVROLET TRAX,5.0,5.0,26.0,,,-500.0,4.0,0.179,4.0,
2021 CHEVROLET TRAX,5.0,5.0,27.0,,,-250.0,4.0,0.179,4.0,
2021 CHEVROLET TRAX,5.0,5.0,26.0,,,-500.0,4.0,0.179,4.0,
2021 FORD BRONCO SPORT,5.0,5.0,26.0,,,-500.0,3.0,0.174,4.0,
2021 FORD BRONCO SPORT,5.0,5.0,23.0,,,-1750.0,4.0,0.174,4.0,
2021 FORD ECOSPORT,4.0,5.0,28.0,,,0.0,3.0,0.191,4.0,
2021 FORD ECOSPORT,4.0,5.0,25.0,,,-1000.0,4.0,0.191,4.0,
2021 FORD EDGE,5.0,5.0,24.0,,,-1500.0,4.0,0.155,4.0,
2021 FORD EDGE,5.0,5.0,23.0,,,-1750.0,4.0,0.155,4.0,
2021 FORD EDGE,5.0,5.0,23.0,,,-1750.0,4.0,0.155,4.0,
2021 FORD ESCAPE,5.0,5.0,41.0,,,2750.0,4.0,0.174,4.0,
2021 FORD ESCAPE,5.0,5.0,30.0,,,500.0,3.0,0.174,4.0,
2021 FORD ESCAPE,5.0,5.0,40.0,,,2500.0,4.0,0.174,4.0,
2021 FORD ESCAPE,5.0,5.0,28.0,,,0.0,3.0,0.174,4.0,
2021 FORD ESCAPE,5.0,5.0,26.0,,,-500.0,4.0,0.174,4.0,
2021 FORD ESCAPE,5.0,5.0,40.0,,,4000.0,4.0,0.174,4.0,
2021 FORD EXPLORER,5.0,6.5,24.0,,,-1500.0,4.0,0.151,4.0,
2021 FORD EXPLORER,5.0,6.5,24.0,,,-1500.0,4.0,0.151,4.0,
2021 FORD EXPLORER,5.0,6.5,23.0,,,-1750.0,4.0,0.151,4.0,
2021 FORD EXPLORER,5.0,6.5,25.0,,,-1000.0,6.0,0.151,4.0,
2021 FORD EXPLORER,5.0,6.5,23.0,,,-1750.0,4.0,0.151,4.0,
2021 FORD EXPLORER,5.0,6.5,27.0,,,-250.0,6.0,0.151,4.0,
2021 GMC ACADIA,5.0,6.0,23.0,,,-1750.0,4.0,0.151,4.0,
2021 GMC ACADIA,5.0,6.0,25.0,,,-1000.0,4.0,0.151,4.0,
2021 GMC ACADIA,5.0,6.0,24.0,,,-1500.0,4.0,0.151,4.0,
2021 GMC TERRAIN,5.0,5.0,27.0,,,-250.0,4.0,0.164,4.0,
2021 GMC TERRAIN,5.0,5.0,26.0,,,-500.0,4.0,0.164,4.0,
2021 HONDA CR-V,5.0,5.0,30.0,,,500.0,4.0,0.164,4.0,
2021 HONDA CR-V,5.0,5.0,29.0,,,250.0,4.0,0.164,4.0,
2021 HONDA CR-V,5.0,5.0,38.0,,,2250.0,4.0,0.164,4.0,
2021 HONDA PILOT,5.0,7.5,23.0,,,-1750.0,6.0,0.164,4.0,
2021 HYUNDAI KONA,5.0,5.0,30.0,,,500.0,4.0,0.136,4.0,
2021 HYUNDAI KONA,5.0,5.0,30.0,,,500.0,4.0,0.136,4.0,
2021 HYUNDAI KONA,5.0,5.0,27.0,,,-250.0,4.0,0.136,4.0,
2021 HYUNDAI KONA,5.0,5.0,27.0,,,-250.0,4.0,0.136,4.0,
2021 HYUNDAI SANTA FE,5.0,5.0,26.0,,,-500.0,4.0,0.147,4.0,
2021 HYUNDAI SANTA FE,5.0,5.0,25.0,,,-1000.0,4.0,0.147,4.0,
2021 HYUNDAI SANTA FE,5.0,5.0,24.0,,,-1500.0,4.0,0.147,4.0,
2021 HYUNDAI SANTA FE,5.0,5.0,24.0,,,-1500.0,4.0,0.147,4.0,
2021 HYUNDAI SANTA FE,5.0,5.0,32.0,,,1000.0,4.0,0.147,4.0,
2021 HYUNDAI SANTA FE,5.0,5.0,34.0,,,1500.0,4.0,0.147,4.0,
2021 HYUNDAI TUCSON,5.0,5.0,25.0,,,-1000.0,4.0,0.155,4.0,
2021 HYUNDAI TUCSON,5.0,5.0,23.0,,,-1750.0,4.0,0.155,4.0,
2021 HYUNDAI TUCSON,5.0,5.0,23.0,,,-1750.0,4.0,0.155,4.0,
2021 HYUNDAI TUCSON,5.0,5.0,25.0,,,-1000.0,4.0,0.155,4.0,
2021 JEEP CHEROKEE,4.0,5.0,26.0,,,-500.0,4.0,0.169,4.0,
2021 JEEP CHEROKEE,4.0,5.0,25.0,,,-1000.0,4.0,0.169,4.0,
2021 JEEP CHEROKEE,4.0,5.0,23.0,,,-1750.0,6.0,0.169,4.0,
2021 JEEP CHEROKEE,4.0,5.0,24.0,,,-1500.0,4.0,0.169,4.0,
2021 JEEP CHEROKEE,4.0,5.0,24.0,,,-1500.0,4.0,0.169,4.0,
2021 JEEP CHEROKEE,4.0,5.0,23.0,,,-1750.0,4.0,0.169,4.0,
2021 JEEP COMPASS,4.0,5.0,25.0,,,-1000.0,4.0,0.206,3.0,
2021 JEEP COMPASS,4.0,5.0,25.0,,,-1000.0,4.0,0.206,3.0,
2021 JEEP RENEGADE,4.0,5.0,27.0,,,-250.0,4.0,0.228,3.0,
2021 JEEP RENEGADE,4.0,5.0,25.0,,,-1000.0,4.0,0.228,3.0,
2021 JEEP RENEGADE,4.0,5.0,24.0,,,-1500.0,4.0,0.228,3.0,
2021 JEEP RENEGADE,4.0,5.0,24.0,,,-1500.0,4.0,0.228,3.0,
2021 JEEP RENEGADE,4.0,5.0,26.0,,,-500.0,4.0,0.228,3.0,
2021 KIA SELTOS,4.0,5.0,31.0,,,750.0,4.0,0.151,4.0,
2021 KIA SELTOS,4.0,5.0,27.0,,,-250.0,4.0,0.151,4.0,
2021 KIA SELTOS,4.0,5.0,29.0,,,250.0,4.0,0.151,4.0,
2021 KIA SORENTO,4.0,6.5,37.0,,,2000.0,4.0,0.159,4.0,
2021 KIA SORENTO,4.0,6.5,26.0,,,-500.0,4.0,0.159,4.0,
2021 KIA SORENTO,4.0,6.5,25.0,,,-1000.0,4.0,0.159,4.0,
2021 KIA SORENTO,4.0,6.5,24.0,,,-1500.0,4.0,0.159,4.0,
2021 KIA SORENTO,4.0,6.5,24.0,,,-1500.0,4.0,0.159,4.0,
2021 KIA SORENTO,4.0,6.5,37.0,,,2000.0,4.0,0.159,4.0,
2021 KIA SORENTO,4.0,6.5,26.0,,,-500.0,4.0,0.159,4.0,
2021 KIA SORENTO,4.0,6.5,25.0,,,-1000.0,4.0,0.159,4.0,
2021 KIA SORENTO,4.0,6.5,24.0,,,-1500.0,4.0,0.159,4.0,
2021 KIA SORENTO,4.0,6.5,24.0,,,-1500.0,4.0,0.159,4.0,
2021 KIA SPORTAGE,5.0,5.0,23.0,,,-1750.0,4.0,0.147,4.0,
2021 KIA SPORTAGE,5.0,5.0,26.0,,,-500.0,4.0,0.147,4.0,
2021 KIA SPORTAGE,5.0,5.0,23.0,,,-1750.0,4.0,0.147,4.0,
2021 KIA TELLURIDE,5.0,7.5,23.0,,,-1750.0,6.0,0.143,4.0,
2021 LINCOLN AVIATOR,5.0,6.5,23.0,,,0.0,6.0,0.151,4.0,
2021 LINCOLN CORSAIR,5.0,5.0,25.0,,,-1000.0,4.0,0.174,4.0,
2021 LINCOLN CORSAIR,5.0,5.0,24.0,,,-1500.0,4.0,0.174,4.0,
2021 LINCOLN CORSAIR,5.0,5.0,24.0,,,-1500.0,4.0,0.174,4.0,
2021 LINCOLN CORSAIR,5.0,5.0,33.0,,,2750.0,4.0,0.174,4.0,
2021 LINCOLN NAUTILUS,5.0,5.0,23.0,,,-1750.0,4.0,0.155,4.0,
2021 LINCOLN NAUTILUS,5.0,5.0,23.0,,,-1750.0,4.0,0.155,4.0,
2021 MAZDA CX-30,5.0,5.0,28.0,,,0.0,4.0,0.147,4.0,
2021 MAZDA CX-30,5.0,5.0,26.0,,,-500.0,4.0,0.147,4.0,
2021 MAZDA CX-30,5.0,5.0,28.0,,,0.0,4.0,0.147,4.0,
2021 MAZDA CX-30,5.0,5.0,26.0,,,-500.0,4.0,0.147,4.0,
2021 MAZDA CX-30,5.0,5.0,25.0,,,-1000.0,4.0,0.147,4.0,
2021 MAZDA CX-5,5.0,5.0,28.0,,,0.0,4.0,0.169,4.0,
2021 MAZDA CX-5,5.0,5.0,25.0,,,-1000.0,4.0,0.169,4.0,
2021 MAZDA CX-5,5.0,5.0,26.0,,,-500.0,4.0,0.169,4.0,
2021 MAZDA CX-5,5.0,5.0,24.0,,,-1500.0,4.0,0.169,4.0,
2021 MAZDA CX-9,5.0,7.0,24.0,,,-1500.0,4.0,0.159,4.0,
2021 MAZDA CX-9,5.0,7.0,23.0,,,-1750.0,4.0,0.159,4.0,
2021 NISSAN ROGUE,4.0,6.0,30.0,,,500.0,4.0,0.179,4.0,
2021 NISSAN ROGUE,4.0,6.0,29.0,,,250.0,4.0,0.179,4.0,
2021 NISSAN ROGUE,4.0,6.0,29.0,,,250.0,4.0,0.179,4.0,
2021 NISSAN ROGUE,4.0,6.0,28.0,,,0.0,4.0,0.179,4.0,
2021 NISSAN ROGUE,4.0,6.0,33.0,,,1250.0,3.0,0.179,4.0,
2021 NISSAN ROGUE,4.0,6.0,32.0,,,1000.0,3.0,0.179,4.0,
2021 NISSAN ROGUE,4.0,6.0,33.0,,,1250.0,3.0,0.179,4.0,
2021 NISSAN ROGUE,4.0,6.0,32.0,,,1000.0,3.0,0.179,4.0,
2021 NISSAN ROGUE,4.0,6.0,30.0,,,500.0,4.0,0.179,4.0,
2021 NISSAN ROGUE,4.0,6.0,29.0,,,250.0,4.0,0.179,4.0,
2021 NISSAN ROGUE,4.0,6.0,29.0,,,250.0,4.0,0.179,4.0,
2021 NISSAN ROGUE,4.0,6.0,28.0,,,0.0,4.0,0.179,4.0,
2021 NISSAN ROGUE,4.0,6.0,33.0,,,1250.0,3.0,0.179,4.0,
2021 NISSAN ROGUE,4.0,6.0,32.0,,,1000.0,3.0,0.179,4.0,
2021 NISSAN ROGUE,4.0,6.0,33.0,,,1250.0,3.0,0.179,4.0,
2021 NISSAN ROGUE,4.0,6.0,32.0,,,1000.0,3.0,0.179,4.0,
2021 SUBARU ASCENT,5.0,7.5,23.0,,,-1750.0,4.0,0.17,4.0,
2021 SUBARU CROSSTREK,5.0,5.0,25.0,,,-1000.0,4.0,0.156,4.0,
2021 SUBARU CROSSTREK,5.0,5.0,30.0,,,500.0,4.0,0.156,4.0,
2021 SUBARU CROSSTREK,5.0,5.0,29.0,,,250.0,4.0,0.156,4.0,
2021 SUBARU CROSSTREK,5.0,5.0,35.0,,,2750.0,4.0,0.156,4.0,
2021 SUBARU FORESTER,5.0,5.0,29.0,,,250.0,4.0,0.169,4.0,
2021 SUBARU OUTBACK,5.0,5.0,29.0,,,250.0,4.0,0.185,4.0,
2021 SUBARU OUTBACK,5.0,5.0,26.0,,,-500.0,4.0,0.185,4.0,
2021 TOYOTA HIGHLANDER,5.0,7.5,23.0,,,-1750.0,6.0,0.164,4.0,
2021 TOYOTA HIGHLANDER,5.0,7.5,24.0,,,-1500.0,6.0,0.164,4.0,
2021 TOYOTA HIGHLANDER,5.0,7.5,36.0,,,2000.0,4.0,0.164,4.0,
